Artist,Listeners,Daily Trend,Peak,PkListeners
Marilyn Manson,"6,764,181","3,671",1277,"6,802,556"
Dom Dolla,"6,763,137","-4,940",1105,"8,084,738"
Shafqat Amanat Ali,"6,755,745","13,889",1319,"6,902,950"
Kenia OS,"6,752,449","-3,789",660,"10,654,452"
Jamie Miller,"6,748,550","-21,990",1288,"7,017,011"
HVME,"6,745,395","-10,172",1094,"7,567,924"
Dreamville,"6,741,877","4,298",923,"8,328,012"
BANNERS,"6,740,096","-1,306",1183,"7,162,532"
Lil Pump,"6,738,805","7,553",1064,"7,549,525"
Ayushmann Khurrana,"6,730,227","52,895",1377,"6,849,196"
Toosii,"6,720,793","-22,569",759,"10,595,580"
Duke Dumont,"6,714,435","223,078",1364,"6,830,967"
Megan Moroney,"6,714,429","-31,987",1431,"6,746,416"
Masego,"6,710,253","25,742",1123,"7,402,272"
Callejero Fino,"6,699,575","-34,838",949,"8,288,592"
Gloria Estefan,"6,696,606","-6,881",1163,"6,989,636"
88rising,"6,695,082","2,182",1034,"7,606,297"
Kina,"6,684,382","-8,048",1115,"7,274,585"
Michelle Maciel,"6,683,457","34,212",1449,"6,683,457"
Cavetown,"6,683,006","-14,055",1114,"7,192,919"
Gloria Trevi,"6,671,030","5,222",1308,"6,671,030"
KEVIN ROLDAN,"6,670,587","16,672",1028,"7,762,548"
Ace of Base,"6,665,071","10,168",1404,"6,746,395"
Billy Ray Cyrus,"6,664,516","-10,832",1211,"7,146,266"
Adriano Rhod,"6,661,405","8,111",1261,"7,235,223"
Ludacris,"6,656,208","-7,073",1227,"7,331,813"
Joyner Lucas,"6,655,489","65,760",994,"8,137,459"
Deep Purple,"6,655,221","5,574",1331,"6,953,828"
Marta SÃ¡nchez,"6,651,729","-17,819",1399,"6,769,023"
Los Bukis,"6,650,734","22,956",1460,"6,650,734"
J Alvarez,"6,643,715","-10,357",1276,"6,688,464"
Anand Raj Anand,"6,643,405","4,431",1312,"7,079,695"
42 Dugg,"6,641,927",978,816,"9,279,623"
Lalo Ebratt,"6,638,947","-8,044",1289,"6,725,463"
Michael Schulte,"6,638,878","-14,825",1392,"6,763,607"
Astrid S,"6,638,440","-13,979",1034,"8,152,622"
La Quinta Estacion,"6,637,722","3,373",1448,"6,647,591"
Mariah Angeliq,"6,636,670","-21,174",1153,"7,292,039"
Los Dareyes De La Sierra,"6,629,412","-25,723",1094,"8,109,226"
Martin Jensen,"6,628,882","-10,901",1009,"7,722,826"
Moby,"6,627,516","-10,706",1354,"6,889,365"
Mc Delux,"6,623,143","142,951",1472,"6,623,143"
Slowboy,"6,622,381","33,797",1448,"6,622,381"
Jim Croce,"6,618,827","34,968",1364,"6,883,199"
Garry Sandhu,"6,612,739","-8,819",1379,"6,726,659"
Joe Cocker,"6,612,505","6,299",1364,"6,732,918"
LeÃ³n Larregui,"6,610,309","1,113",1441,"6,619,782"
Tony Aguirre,"6,605,280","22,133",737,"10,073,179"
Faye Webster,"6,604,099","-14,574",1469,"6,618,925"
Cassie,"6,600,844","95,541",1239,"7,412,114"
Dierks Bentley,"6,587,642","-7,028",1130,"7,306,967"
JISOO,"6,587,066","-27,630",358,"16,659,396"
Djonga,"6,585,287","-32,600",1376,"6,913,820"
Roar,"6,584,165","-27,050",1002,"7,895,115"
Commodores,"6,583,230","21,847",1380,"6,583,230"
Russ Millions,"6,580,755","75,526",1265,"6,598,871"
Toby Keith,"6,578,635","-12,634",1231,"7,446,093"
Seether,"6,562,468","4,590",1382,"6,562,468"
Vansire,"6,555,870","4,794",1043,"7,563,193"
Thalapathy Vijay,"6,551,458",452,1488,"6,552,696"
Khruangbin,"6,550,844","-24,387",1461,"6,575,231"
Eric Prydz,"6,550,251","26,706",1339,"6,649,027"
Buffalo Springfield,"6,546,262","13,556",1491,"6,546,262"
Fonseca,"6,537,169","4,709",1363,"6,644,386"
Aziz Hedra,"6,534,748","29,659",1495,"6,534,748"
Shakthisree Gopalan,"6,529,743","5,891",1453,"6,529,743"
Yot Club,"6,528,885","-2,298",1106,"7,327,559"
Nightcrawlers,"6,528,478",548,1172,"7,178,942"
Stone Temple Pilots,"6,522,596","-3,207",1371,"6,880,970"
Frankie Valli & The Four Seasons,"6,520,167","-1,546",1112,"8,057,325"
ITZY,"6,519,820","-14,604",1313,"6,712,862"
Ray Dalton,"6,514,778","-26,978",1099,"7,677,067"
Al Green,"6,514,184","1,936",1444,"6,514,184"
Hesham Abdul Wahab,"6,508,213","33,552",1504,"6,508,213"
Cypress Hill,"6,507,932","-17,157",1349,"6,986,666"
El Komander,"6,506,480","45,328",1493,"6,506,480"
Oruam,"6,501,359","5,929",1062,"7,447,471"
Yeah Yeah Yeahs,"6,496,342","11,832",1286,"6,587,292"
Greeicy,"6,495,794","21,109",1283,"6,583,585"
Plain White T's,"6,492,980","8,207",1345,"6,540,172"
Ashanti,"6,488,095","1,474",1326,"6,690,600"
Dallass,"6,483,772","-4,748",1249,"6,890,974"
Oxlade,"6,479,249","-39,418",1192,"7,603,048"
The Living Tombstone,"6,477,040","6,148",1463,"6,477,040"
Nessa Barrett,"6,476,686","1,971",1065,"7,968,073"
Xand AviÃ£o,"6,473,567","7,446",799,"9,060,333"
Aldo Ranks,"6,469,819","-187,560",800,"10,303,679"
Rob49,"6,460,755","-58,397",1122,"8,014,400"
Olly Murs,"6,459,605","-5,879",1298,"6,682,536"
Gilberto Santa Rosa,"6,454,977","-4,454",1287,"6,526,375"
Emma Steinbakken,"6,452,619","-49,131",1029,"8,501,007"
Tai Verdes,"6,451,469","-5,269",1207,"7,228,251"
Ãneheart,"6,450,810","-2,574",1352,"6,848,661"
Gala,"6,450,084","-22,832",1420,"6,632,004"
Armani White,"6,449,540","-10,678",790,"9,169,180"
YouNotUs,"6,442,258","-61,557",1432,"6,697,313"
Cardenales De Nuevo LeÃ³n,"6,442,248","7,632",1443,"6,442,248"
ODESZA,"6,439,018","-16,679",1232,"6,960,738"
9lives,"6,436,516","55,883",1529,"6,436,516"
Dustin Lynch,"6,429,689","18,106",1287,"7,196,018"
JACKBOYS,"6,427,448",-48,1269,"6,876,798"
Nat King Cole,"6,424,044","24,450",1373,"6,424,044"
Prod Malax,"6,423,641","-15,281",1421,"6,679,507"
KSHMR,"6,423,232","-65,825",1187,"7,488,809"
The Hollies,"6,421,257","12,928",1521,"6,421,257"
Lyodra,"6,420,673",-634,1347,"6,919,226"
Elle King,"6,406,688","-19,556",1096,"7,911,059"
ARIZONATEARS,"6,402,514","-14,755",641,"10,670,827"
Bruno & Marrone,"6,402,394","7,527",1452,"6,415,121"
Charlie Brown Jr.,"6,395,800","10,550",1540,"6,395,800"
Matisse,"6,395,675","-20,893",1253,"6,528,635"
Pet Shop Boys,"6,391,057","-9,251",1352,"6,679,478"
El Chapo De Sinaloa,"6,380,886","20,997",1543,"6,380,886"
Dhee,"6,369,496","16,872",1544,"6,369,496"
Sujatha,"6,363,931","-6,191",1535,"6,372,132"
Eric Land,"6,361,809","18,410",1546,"6,361,809"
Asal Kolaar,"6,359,807","15,906",1547,"6,359,807"
Neo Beats,"6,353,375","4,299",956,"8,012,871"
Pantera,"6,352,954",-731,1525,"6,353,685"
Nes,"6,350,695","1,186",1536,"6,351,287"
The Alchemist,"6,349,631","-29,466",1120,"7,310,016"
Bronco,"6,348,574","5,051",1455,"6,348,574"
Apache 207,"6,348,087","-9,674",1239,"7,314,287"
Mc Mika,"6,347,445","87,063",1554,"6,347,445"
Creed,"6,346,909","-1,319",1542,"6,348,228"
Aitch,"6,345,876","37,274",773,"9,426,643"
Romy,"6,341,223","4,769",1110,"7,215,349"
Wu-Tang Clan,"6,339,135","-9,618",1419,"6,402,931"
Ashnikko,"6,333,006","15,892",1259,"6,626,552"
Nagalli,"6,329,411","-6,731",1455,"6,571,329"
ATB,"6,328,964","19,118",1509,"6,328,964"
Alvaro Soler,"6,313,179","31,714",1311,"6,981,343"
Sanjay Leela Bhansali,"6,313,035","16,727",1286,"7,114,756"
1nonly,"6,311,800","9,747",1389,"6,311,800"
Kotim,"6,307,280","7,062",895,"8,320,344"
LATIN MAFIA,"6,300,549","66,302",1566,"6,300,549"
Jimmy Buffett,"6,299,079","126,692",1567,"6,299,079"
Crystal Castles,"6,295,742","10,703",1568,"6,295,742"
Dj Chris No Beat,"6,294,614","18,739",1395,"6,776,982"
Blackstreet,"6,291,795","-3,397",1532,"6,295,192"
John Mellencamp,"6,291,748","-11,124",1308,"7,110,678"
Mr.Kitty,"6,283,377","5,867",1065,"7,435,156"
Toploader,"6,279,695","1,130",1538,"6,287,968"
Tinlicker,"6,278,297","19,854",1460,"6,434,892"
Lauren Daigle,"6,274,604","69,197",1330,"6,582,478"
Ramones,"6,274,031","-39,934",1483,"6,545,054"
Nardo Wick,"6,272,333",166,899,"9,227,221"
Anuv Jain,"6,271,234","-21,833",1403,"6,725,261"
Yandar & Yostin,"6,269,339","62,024",1579,"6,269,339"
Banda Los Recoditos,"6,263,940","13,144",1379,"6,431,737"
raissa anggiani,"6,263,503",205,1365,"6,827,986"
Krono,"6,250,635","5,957",1349,"6,709,052"
Vampire Weekend,"6,248,992","11,384",1439,"6,372,661"
Breaking Benjamin,"6,248,245","-2,931",1433,"6,506,213"
Indila,"6,243,088","-7,424",1385,"6,644,160"
Lazza,"6,241,608","-5,902",1083,"7,325,144"
Mr. Probz,"6,238,270","-15,181",1320,"7,029,177"
deadmau5,"6,236,404",-488,1302,"6,583,562"
Muni Long,"6,234,161","-29,655",906,"9,414,284"
Maite Perroni,"6,233,154","15,547",1175,"6,883,353"
Semicenk,"6,230,358","8,793",1540,"6,260,568"
Disciples,"6,229,481","3,809",1525,"6,295,289"
Stealers Wheel,"6,229,304","-19,928",1508,"6,352,542"
Aaron Smith,"6,228,800","6,295",1360,"6,683,580"
W&W,"6,227,682","-24,242",1541,"6,251,924"
Clayton & RomÃ¡rio,"6,226,246","-14,006",1280,"7,222,239"
Vijay Yesudas,"6,203,484","2,030",1595,"6,203,484"
Abraham Mateo,"6,202,925","105,451",1335,"6,846,225"
TAEYANG,"6,199,305","-14,205",1044,"8,196,400"
CamelPhat,"6,196,763","1,193",1583,"6,211,491"
Luck Ra,"6,196,063","17,767",1601,"6,196,063"
Perera DJ,"6,194,583","16,007",1602,"6,194,583"
Matt Maltese,"6,191,642",-618,1279,"6,595,342"
Leo Dan,"6,188,698","24,043",1528,"6,188,698"
Matoma,"6,187,522","-8,872",1061,"7,558,271"
Tungevaag,"6,184,876","-12,751",1246,"6,968,091"
Ginuwine,"6,181,400","5,283",1343,"6,309,542"
Beret,"6,178,616","-1,221",1344,"6,605,918"
ERNEST,"6,175,500","11,577",1518,"6,175,500"
JoÃ£o Gomes,"6,174,941","29,134",907,"8,251,427"
RXDXVIL,"6,174,620","9,668",1611,"6,174,620"
Hiko,"6,171,871","-34,187",1057,"7,964,045"
Teto,"6,169,689",654,981,"7,893,583"
RÃFÃS DU SOL,"6,167,032","-1,471",1459,"6,357,692"
Wale,"6,161,904","-17,107",1259,"6,636,720"
Waka Flocka Flame,"6,152,082","30,250",1472,"6,419,677"
Majestic,"6,148,938","6,678",1353,"6,424,865"
Steely Dan,"6,147,794","5,881",1488,"6,420,590"
Bobby Pulido,"6,141,278","9,271",1565,"6,200,505"
Grimes,"6,141,085","-8,444",1488,"6,416,104"
Ãwnboss,"6,139,329",-319,1064,"7,398,587"
The xx,"6,136,436","30,071",1581,"6,136,436"
Corinne Bailey Rae,"6,131,123","-10,803",1590,"6,156,488"
Last Child,"6,129,837","21,744",1547,"6,129,837"
M. M. Keeravani,"6,128,106","-6,219",1058,"7,564,940"
EXO,"6,122,742","3,772",1337,"7,053,204"
PÃ©ricles,"6,120,316","28,079",1627,"6,120,316"
Young Money,"6,116,602","-11,633",1545,"6,167,443"
Wolfgang Amadeus Mozart,"6,115,385","12,050",1223,"6,669,785"
Bea Miller,"6,110,833","-6,163",1078,"7,414,206"
Wyclef Jean,"6,107,463","6,322",1606,"6,107,463"
Natalie Imbruglia,"6,106,752","10,854",1563,"6,218,429"
Kiki Dee,"6,104,917","-1,051",1479,"6,426,072"
Adriel Favela,"6,101,314","24,440",1218,"7,170,042"
Pusha T,"6,087,929","-23,561",1197,"6,817,833"
Celia Cruz,"6,085,576","-6,386",1348,"6,206,551"
Dulce MarÃ­a,"6,081,569","17,473",1191,"6,809,255"
Dxrk ãã¼ã¯,"6,078,343","1,195",1092,"7,340,215"
NCT DREAM,"6,072,997","-6,109",1405,"6,732,407"
Sara Bareilles,"6,065,678","-21,233",1397,"6,548,202"
Cuco,"6,062,905","-12,052",1346,"6,374,023"
Neoni,"6,062,594","-3,596",1642,"6,066,190"
Suki Waterhouse,"6,060,605","-12,786",1603,"6,155,247"
The National,"6,057,136","-6,899",998,"8,477,095"
Kid Rock,"6,057,013","-27,991",1373,"6,864,416"
The Blessed Madonna,"6,054,307","-8,428",1525,"6,278,489"
Lilly Wood and The Prick,"6,052,127","9,031",1411,"6,669,746"
Mc Poze do Rodo,"6,043,724","-3,675",1622,"6,047,399"
Panter BÃ©lico,"6,043,031","38,718",1649,"6,043,031"
Ovi,"6,039,802","-21,682",1106,"7,391,087"
Jazzy,"6,035,596","4,895",1582,"6,096,401"
Sukriti Kakar,"6,033,425","26,450",741,"9,579,447"
Bellakath,"6,032,859","-17,618",1006,"8,068,245"
LP,"6,032,591","36,112",1478,"6,032,591"
BENEE,"6,023,434",-121,1188,"6,861,046"
Obongjayar,"6,021,166","-211,279",1590,"6,232,445"
bÃ´a,"6,010,913","26,378",1657,"6,010,913"
RBD,"6,009,647","14,604",1246,"6,551,450"
Lauana Prado,"6,006,630","12,554",1361,"6,901,062"
Sadfriendd,"6,004,133",521,1362,"6,553,727"
New Order,"5,999,430","-13,176",1257,"6,523,858"
Shinedown,"5,998,829","-4,537",1552,"6,192,670"
FrÃ©dÃ©ric Chopin,"5,998,524","15,834",1249,"6,604,866"
Los AutÃ©nticos Decadentes,"5,996,276","1,226",1292,"6,390,639"
Sheck Wes,"5,991,735","6,199",1286,"6,537,153"
Alle Farben,"5,984,512","-1,480",1363,"6,910,068"
Westside Gunn,"5,984,415","-54,631",1310,"7,172,261"
Chris Young,"5,983,454","-35,943",1388,"6,557,043"
CRO,"5,980,932","14,738",1567,"6,167,724"
Pesado,"5,978,102","-38,642",1547,"6,326,008"
Bruno Martini,"5,977,863","4,219",1643,"6,004,945"
Chase & Status,"5,976,556","18,207",1620,"6,126,260"
La Roux,"5,974,833","30,974",1655,"5,974,833"
Kevin Gates,"5,973,041","-4,753",1347,"6,599,566"
Akhil,"5,965,770","-1,726",1079,"8,166,073"
Conor Maynard,"5,962,639","-12,089",1391,"6,804,973"
ThxSoMch,"5,958,414","30,674",783,"9,386,209"
Carly Simon,"5,946,527","-38,546",1483,"6,304,383"
DIVINE,"5,942,055","-56,840",1360,"6,899,750"
Mc Kevin,"5,937,708","19,787",1680,"5,937,708"
gnash,"5,936,780","-58,427",1507,"6,319,126"
DDG,"5,936,525","-2,638",1276,"7,270,211"
The Emotions,"5,930,566","1,435",1647,"5,938,617"
Ski Aggu,"5,923,929","10,708",1673,"5,923,929"
Chefin,"5,920,459","18,646",1480,"5,920,459"
Sam C.S.,"5,913,782","55,836",1686,"5,913,782"
11:11 Music Group,"5,906,998","-19,356",955,"8,141,605"
Simply Red,"5,894,467","-3,046",1557,"6,037,555"
Stevie Nicks,"5,891,672","-37,372",1461,"6,078,955"
Billy Currington,"5,890,547","17,537",1531,"6,254,418"
Lucky Daye,"5,888,435","2,088",1032,"7,754,167"
IU,"5,887,646","12,366",901,"8,805,240"
Rainbow Kitten Surprise,"5,883,763","-20,501",1093,"7,503,419"
Air Supply,"5,882,855","15,101",1640,"5,882,855"
Anvita Dutt,"5,873,856","14,454",1245,"6,689,226"
Mc Davi,"5,872,226","12,184",1420,"6,074,336"
Alejo,"5,869,706","97,747",1183,"6,997,702"
Boza,"5,855,587","-13,865",1462,"6,485,199"
AnahÃ­,"5,852,075","18,599",1241,"6,599,848"
Kaskade,"5,849,006","-13,322",1305,"6,562,786"
The Bangles,"5,843,492","-1,527",1629,"6,024,943"
Grupo Niche,"5,842,270","-2,944",1640,"6,013,120"
Phantogram,"5,839,773",388,1252,"6,704,724"
The Pointer Sisters,"5,838,959","-6,953",1567,"5,992,225"
RADWIMPS,"5,836,676","-5,231",1315,"6,704,898"
Lennon Stella,"5,828,897","-17,581",1256,"6,542,984"
Duelo,"5,827,392","12,149",1636,"5,956,645"
Pat Benatar,"5,825,536","5,369",1673,"5,825,696"
Arizona Zervas,"5,823,590","-4,442",1247,"6,576,145"
Alvaro Diaz,"5,823,414","7,174",1498,"5,823,414"
Jet,"5,823,302","-11,781",1248,"7,356,943"
Ana Mena,"5,820,910","-10,217",1461,"6,177,733"
Suzanne D'Mello,"5,819,657","11,106",1266,"7,127,071"
JubÃ«l,"5,819,473","-23,831",1336,"6,965,832"
Cat Burns,"5,817,846","-31,278",1035,"7,835,224"
Frankie Ruiz,"5,817,729","-9,861",1671,"5,925,252"
Gabby Barrett,"5,817,342","-3,890",1534,"6,271,572"
Brett Young,"5,813,932","-43,120",1424,"6,662,926"
thuy,"5,808,015","-17,519",1651,"5,950,997"
GoldLink,"5,807,342","10,465",1600,"5,807,342"
Rob Zombie,"5,806,788","6,685",1720,"5,806,788"
Ana BÃ¡rbara,"5,804,841","17,988",1387,"6,143,940"
Chris Isaak,"5,802,066","4,695",1633,"6,019,359"
Peter Gabriel,"5,801,260","7,053",1504,"5,916,206"
Madism,"5,801,190","-44,396",1269,"6,536,394"
Dillon Francis,"5,800,827","-1,650",1205,"6,761,800"
TRASHXRL,"5,799,172","14,002",1727,"5,799,172"
Red Velvet,"5,797,937","-6,311",1034,"7,748,512"
A Touch Of Class,"5,797,608","-5,841",1445,"6,193,660"
Alexander Stewart,"5,792,141","-43,825",1709,"5,835,966"
La Mosca Tse-Tse,"5,791,036",327,1708,"5,791,036"
Kenny Dope,"5,790,912","-4,910",1505,"6,169,342"
Steppenwolf,"5,790,885","-14,389",1656,"5,850,511"
MC Menor MT,"5,787,911",-334,1018,"7,668,287"
Chino & Nacho,"5,786,852","10,356",1626,"5,797,274"
Mike Perry,"5,786,843","-45,560",1245,"6,662,346"
Lily-Rose Depp,"5,786,818","39,403",1148,"7,832,924"
Bryan Martin,"5,786,225","356,099",1738,"5,786,225"
ChitÃ£ozinho & XororÃ³,"5,784,285","23,909",1734,"5,784,285"
Hungria Hip Hop,"5,782,625","3,689",1730,"5,782,625"
Tyler Hubbard,"5,781,660","72,044",1488,"6,415,587"
Sub Urban,"5,779,107","7,331",1361,"6,184,586"
James Taylor,"5,775,165","3,863",1458,"6,099,568"
Whitesnake,"5,773,102","-1,852",1605,"5,797,174"
Caifanes,"5,772,645","15,370",1713,"5,772,645"
Martin Solveig,"5,772,235","-12,074",1465,"6,162,897"
Rich The Kid,"5,770,895","15,089",916,"8,433,306"
Beny Jr,"5,768,253","-12,704",1363,"6,831,062"
Naldo Benny,"5,767,816","3,438",1676,"5,869,368"
Elevation Worship,"5,759,350","6,938",1700,"5,759,350"
PSY,"5,756,616","-11,433",1429,"5,919,444"
Kris Kross Amsterdam,"5,753,650","-19,760",1652,"5,976,796"
Money Man,"5,752,902","35,230",1414,"6,115,902"
Wings,"5,746,821","-13,583",1659,"5,856,394"
Virlan Garcia,"5,742,273","28,800",1338,"6,495,226"
ValentÃ­n Elizalde,"5,739,586","6,246",1549,"5,888,379"
Bas,"5,736,032","-71,194",1448,"6,610,936"
LSD,"5,735,368","11,668",1684,"5,790,042"
Los Temerarios,"5,734,984","36,763",1759,"5,734,984"
Naps,"5,732,205","-11,179",1655,"5,862,526"
Yo Gotti,"5,730,514","-44,259",1624,"6,056,530"
Tom Jones,"5,729,399","37,091",1760,"5,729,399"
Christian ChÃ¡vez,"5,727,190","18,160",1273,"6,446,229"
A Tribe Called Quest,"5,726,158","-5,847",1747,"5,732,005"
La Ley,"5,719,979","-24,609",1503,"5,945,410"
Los Fabulosos Cadillacs,"5,719,340","2,000",1550,"6,185,099"
RAF Camora,"5,717,441","21,282",1336,"6,677,495"
Quality Control,"5,716,972","28,122",1305,"6,462,956"
Aastha Gill,"5,715,876",535,1555,"6,157,404"
Abhijay Sharma,"5,709,827","-28,644",1055,"8,368,836"
Modern Talking,"5,709,669","12,570",1669,"5,732,548"
Teddy Swims,"5,706,645","45,131",1708,"5,706,645"
Paradox,"5,705,107","11,793",1772,"5,705,107"
Pierce The Veil,"5,704,210","-6,605",1629,"5,882,692"
Mc JacareÌ,"5,695,310","1,197",1189,"6,839,972"
Alice Cooper,"5,691,834","2,672",1415,"6,556,165"
Vanessa Carlton,"5,689,510","-5,104",1750,"5,697,299"
Ed Maverick,"5,686,166","-6,270",1492,"5,938,489"
Cookin' On 3 Burners,"5,685,420","-5,116",1701,"5,777,256"
"Grover Washington, Jr.","5,685,091","15,398",1459,"6,084,681"
Mark Morrison,"5,683,079","5,243",1637,"5,684,448"
Ricchi E Poveri,"5,681,238","-4,915",1755,"5,692,567"
The Human League,"5,680,811",667,1721,"5,744,189"
Dayglow,"5,674,850","-16,909",1335,"6,472,359"
City Girls,"5,674,219","4,051",1626,"5,919,486"
Leony,"5,671,458","-17,335",1353,"6,374,523"
Dean Martin,"5,670,370","33,259",1787,"5,670,370"
Sam Fischer,"5,667,558","-6,767",1198,"6,946,107"
salem ilese,"5,666,254","-9,976",1151,"6,989,188"
Klaas,"5,658,306","-8,523",1592,"5,862,549"
Nacho,"5,657,267","27,108",1460,"5,827,157"
TOLCHONOV,"5,656,843","30,867",1792,"5,656,843"
Capo Plaza,"5,651,637","-8,040",1674,"5,835,486"
Yiyo Sarante,"5,650,385","-21,026",1694,"5,858,949"
Edward Sharpe & The Magnetic Zeros,"5,647,748","8,209",1795,"5,647,748"
Good Charlotte,"5,641,467","-3,764",1598,"5,751,573"
Asake,"5,640,895","23,071",1698,"5,705,919"
Luude,"5,638,719","-1,395",1401,"6,109,311"
Codiciado,"5,638,662","11,731",1171,"7,311,880"
Mabel Matiz,"5,636,924",-786,1709,"5,652,537"
Gaab,"5,635,443","23,743",1517,"5,844,692"
Bone Thugs-N-Harmony,"5,633,774","-52,891",1254,"6,586,218"
GORDÃO DO PC,"5,633,229","16,466",1803,"5,633,229"
imase,"5,632,923","-11,842",1518,"6,319,389"
Madhur Sharma,"5,626,247","51,683",1013,"8,122,798"
REO Speedwagon,"5,626,038","7,987",1718,"5,626,038"
Ari Abdul,"5,623,507","-11,859",1775,"5,678,812"
Dopamine,"5,623,391","-2,027",1410,"6,046,891"
The Rare Occasions,"5,620,568","-13,153",1757,"5,697,276"
Cian Ducrot,"5,617,338","-37,281",1192,"6,808,318"
Donna Summer,"5,614,520","-3,348",1577,"6,062,032"
Riley Green,"5,612,574","-11,330",1806,"5,623,904"
IZA,"5,612,318","-45,402",1606,"6,135,383"
Janet Jackson,"5,607,659","-5,618",1438,"5,941,209"
Afgan,"5,605,853","22,462",1726,"5,609,635"
Dubdogz,"5,605,586","-12,433",1538,"5,737,985"
MoonDeity,"5,604,684","6,257",1533,"5,790,882"
Ghostemane,"5,599,751","1,884",1414,"6,359,963"
6arelyhuman,"5,597,344","-2,532",1815,"5,599,876"
KIDDO,"5,596,583","-26,062",1402,"6,301,013"
Andrea Bocelli,"5,594,155","-3,254",1597,"5,597,409"
Frankie Valli,"5,591,748","-1,460",1712,"5,648,272"
Dylan Scott,"5,582,471","-5,754",1713,"5,764,983"
Au/Ra,"5,582,389","-8,030",1194,"6,859,938"
Anand-Milind,"5,579,028","-10,194",1704,"5,688,294"
L-Gante,"5,578,133","-12,407",1045,"7,518,307"
Turma do Pagode,"5,575,097","38,272",1707,"5,575,097"
Tom Rosenthal,"5,573,894","-2,912",1288,"6,517,430"
Maldy,"5,566,826","-30,639",691,"10,201,287"
Omar Varela,"5,564,940","41,756",1452,"5,956,446"
Don Henley,"5,560,094",-890,1657,"5,838,373"
southstar,"5,548,972","-13,654",1386,"6,611,447"
Haley Reinhart,"5,548,552","7,394",1600,"5,548,552"
Luis Mexia,"5,548,082","-5,053",1378,"6,219,575"
Eddie Santiago,"5,539,283","-17,733",1765,"5,629,944"
Alan Gomez,"5,532,449",-420,1383,"6,158,065"
Savage Garden,"5,526,918","-2,586",1621,"5,713,014"
Stefflon Don,"5,524,458","-4,322",1552,"5,741,225"
Jigar Saraiya,"5,523,047","9,356",1672,"5,813,191"
Baby Tate,"5,520,562","-10,958",693,"10,931,256"
Angus & Julia Stone,"5,514,273","3,060",1733,"5,514,273"
S. Janaki,"5,513,029","2,063",1838,"5,514,959"
Helsloot,"5,508,000","37,244",1631,"5,916,044"
N.W.A.,"5,505,285","-46,830",1558,"5,819,704"
Volbeat,"5,502,566","-5,260",1709,"5,808,321"
Flo Milli,"5,501,444","41,620",1390,"6,521,078"
Dewa 19,"5,501,235","47,012",1847,"5,501,235"
vaultboy,"5,490,461","-43,558",1608,"6,035,064"
Yebba,"5,482,727",569,1720,"5,482,727"
Maninder Buttar,"5,481,944","29,419",1702,"5,651,281"
Gur Sidhu,"5,481,672","-25,820",1701,"5,701,016"
Vidyasagar,"5,478,898","1,945",1847,"5,478,898"
Yung Lean,"5,470,331","-45,464",1430,"6,742,195"
Keisya Levronka,"5,469,605","32,942",1507,"6,259,545"
Sezen Aksu,"5,469,120",-893,1817,"5,497,509"
Thiaguinho,"5,468,388","38,362",1837,"5,468,388"
For Revenge,"5,464,494","-11,388",1795,"5,589,243"
Mrs. GREEN APPLE,"5,463,651","-7,229",1816,"5,470,880"
Awdella,"5,463,582","-2,389",1706,"5,671,244"
Flowdan,"5,463,217","41,238",1571,"5,621,988"
YOVNGCHIMI,"5,459,116","16,996",1612,"6,007,605"
Still Woozy,"5,457,956","10,837",1517,"5,888,212"
Canserbero,"5,457,808","12,723",1862,"5,457,808"
Kim Carnes,"5,452,849","23,551",1864,"5,452,849"
El Chachito,"5,448,677","-18,868",1072,"7,650,499"
Victor Thompson,"5,448,503","-16,020",1637,"5,927,623"
Riar Saab,"5,440,350","-29,470",1064,"8,331,361"
Clinton Kane,"5,438,819","-6,373",1049,"7,469,785"
Gipsy Kings,"5,434,951","-7,902",1756,"5,587,010"
Four Tops,"5,432,920","11,858",1814,"5,432,920"
Elefante,"5,422,283","16,317",1825,"5,422,283"
Lefty Sm,"5,409,932","191,077",1872,"5,409,932"
Lupe Fiasco,"5,406,219","4,709",1781,"5,534,886"
Sohail Sen,"5,403,286","12,109",1845,"5,403,286"
Sonder,"5,400,651","10,148",1875,"5,400,651"
Sevek,"5,398,651","-8,545",1291,"6,415,204"
Teezo Touchdown,"5,395,227",67,1254,"7,377,072"
Jamie Foxx,"5,394,594","3,966",1751,"5,394,594"
Baby Gang,"5,392,111","-2,080",1625,"5,920,044"
Huey Lewis & The News,"5,391,967","-13,688",1709,"5,517,867"
Eiffel 65,"5,390,391","-16,156",1586,"5,725,560"
LF SYSTEM,"5,389,552","2,421",1390,"6,340,364"
Roberto Carlos,"5,386,395","-4,404",1593,"5,768,938"
CeeLo Green,"5,383,566","53,909",1875,"5,383,566"
Jennifer Warnes,"5,381,530","-7,127",1732,"5,504,554"
ICON,"5,377,896","217,299",1886,"5,377,896"
Salim Merchant,"5,377,661","-8,431",1636,"5,804,113"
UZI,"5,374,125","11,264",1840,"5,382,813"
MC Caja,"5,371,985","-47,336",1530,"6,236,016"
SinÃ©ad O'Connor,"5,365,408","-63,098",939,"9,208,047"
Mufasa & Hypeman,"5,363,435","4,470",1417,"5,977,567"
g3ox_em,"5,360,272","-8,922",1367,"6,310,602"
Dexys Midnight Runners,"5,359,413","-11,848",1820,"5,473,777"
Tujamo,"5,358,925","-5,967",1673,"5,543,630"
